product_ndc	text
62296-0051	Active ingredient: Purpose Triclosan 0.3% .........................Antibacterial
62584-0683	Active ingredient (in each capsule) Docusate Sodium, USP 100mg
62721-0472	Active ingredient Sodium fluoride 0.24% w/w..................................................Anticavity
62756-0542	Active ingredient (in each tablet) For 30 mg: Fexofenadine HCl, USP 30 mg For 60 mg: Fexofenadine HCl, USP 60 mg For 180 mg: Fexofenadine HCl, USP 180 mg
62756-0543	Active ingredient (in each tablet) For 30 mg: Fexofenadine HCl, USP 30 mg For 60 mg: Fexofenadine HCl, USP 60 mg For 180 mg: Fexofenadine HCl, USP 180 mg
62756-0545	Active ingredient (in each tablet) For 30 mg: Fexofenadine HCl, USP 30 mg For 60 mg: Fexofenadine HCl, USP 60 mg For 180 mg: Fexofenadine HCl, USP 180 mg
62756-0718	Active ingredient Levonorgestrel 1.5mg
62756-0915	Active ingredients Cetirizine HCl, USP 5 mg Pseudoephedrine HCl, USP 120 mg
63044-0030	ACTIVE INGREDIENTS: Methyl Salicylate 12%, Menthol 1% and Capsaicin 0.025%
63044-0198	OTHER INGREDIENTS: Microcrystalline Cellulose,Gelatin,Magnesium Strearate, D&C Red #28, Titanium Dioxide, FD&C red #3, D&C Yellow #10, and FD&C Blue # 1
63181-0013	Active ingredient Octocrylene 7% Titanium dioxide 2%
63548-0007	Active ingredient (in each tablet) Guaifenesin 400 mg
63548-0046	Active ingredient(in each tablet) Aspirin 81mg (NSAID)** **nonsteroidal anti- inflammatory drug
63548-0056	Active Ingredients (in each tablet) Docusate Sodium 50 mg Sennosides 8.6 mg Purpose Stool softener Stimulant Laxative
63548-0065	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
63548-0069	Active ingredients (in each tablet) Docusate Sodium 50 mg Sennosides 8.6 mg
63704-0010	Active Ingredient Levonorgestrel 1.5mg
63717-0276	Active ingredients (in each 5 mL teaspoonful) Chlorcyclizine Hydrochloride 25 mg Codeine Phosphate 10 mg Phenylephrine Hydrochloride 10 mg
63717-0325	Drug Facts Active ingredients (in each 1 mL dropperful) Chlorpheniramine Maleate, USP 1 mg Dextromethorphan Hydrobromide, USP 3 mg Phenylephrine Hydrochloride, USP 2 mg
63717-0326	Drug Facts Active ingredients (in each 1 mL dropperful) Chlorpheniramine Maleate, USP 1 mg Phenylephrine Hydrochloride, USP 2 mg
63717-0331	Drug Facts Active ingredients (in each 5 mL teaspoonful) Chlophedianol Hydrochloride 12.5 mg Chlorcyclizine Hydrochloride 12.5 mg Purpose Antitussive Antihistamine
63717-0332	Drug Facts Active ingredients (in each tablet) Chlophedianol HCl 25 mg Chlorcyclizine HCl 25 mg Purpose Antitussive Antihistamine
63717-0333	Drug Facts Active ingredients (in each 5 mL teaspoonful) Chlopedianol Hydrochloride 12.5 mg Chlorcyclizine Hydrochloride 12.5 mg Pseudoephedrine Hydrochloride 30 mg Purpose Antitussive Antihistamine Nasal Decongestant
63717-0334	Drug Facts Active ingredients (in each tablet) Chlophedianol HCl 25 mg Chlorcyclizine HCl 25 mg Pseudoephedrine HCl 60 mg Purpose Antitussive Antihistamine Nasal Decongestant
63739-0089	Active ingredient Each softgel contains: Docusate Sodium, 50% w/w in polyethylene glycol 400 (provides 100 mg Docusate Sodium)
63739-0134	Active ingredient (in each tablet) Ibuprofen USP, 200 mg (NSAID*) * nonsteroidal anti-inflammatory drug
63739-0291	Active ingredient Calcium (As Oyster Shell) .........................................................................................500 mg Vitamin D ( As Cholecalciferol).................................................................................200 I.U
63739-0431	Active ingredient in each tablet Sennosides 8.6 mg .
63739-0432	Active ingredient Docusate Sodium 50mg Sennosides 8.6 mg
63739-0440	Active Ingredient (in each tablet)/Purpose Acetaminophen 325mg....................Analgesic/Antipyretic Uses temporary relief of minor aches and pains associated with •common cold •headache •toothache •muscular aches •backache •arthritis •menstrual cramps •and reduction of fever
63739-0478	Active ingredient (in each capsule) Docusate Sodium 100mg
63739-0522	Active Ingredient in Each tablet Aspirin 81 mg (NSAID) Non-steroidal anti-inflammatory drug
63739-0523	In each Tablet Asprin 325 mg (NSAID*) *non-steroidal anti-inflammatory drug
63824-0008	Active ingredient (in each extended-release bi-layer tablet) Guaifenesin 600 mg
63824-0010	Active ingredients (in each 5 mL) Purpose Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant Pseudoephedrine HCl 2.5 mg Nasal decongestant
63824-0014	Active ingredients (in each 20 mL) Purpose Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0015	Active ingredients (in each 20 mL) Purpose Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0016	Active ingredients (in each 20 mL) Purpose Acetaminophen 650 mg Pain reliever/fever reducer Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0017	Active ingredients (in each 10 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0018	Active ingredients (in each 20 mL) Purpose Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant
63824-0019	Active ingredients (in each 20 mL) Purpose Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant
63824-0020	Active ingredients (in each 20 mL) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0023	Active ingredient (in each extended-release bi-layer tablet) Guaifenesin 1200 mg
63824-0041	Active ingredients (in each extended-release bi-layer tablet) Purpose Guaifenesin 1200 mg Expectorant Pseudoephedrine HCl 120 mg Nasal Decongestant
63824-0056	Active ingredients (in each extended-release bi-layer tablet) Purpose Dextromethorphan HBr 30 mg Cough suppressant Guaifenesin 600 mg Expectorant
63824-0057	Active ingredients (in each extended-release bi-layer tablet) Purpose Guaifenesin 600 mg Expectorant Pseudoephedrine HCl 60 mg Nasal Decongestant
63824-0072	Active ingredients (in each extended-release bi-layer tablet) Purpose Dextromethorphan HBr 60 mg Cough suppressant Guaifenesin 1200 mg Expectorant
63824-0110	Active ingredients (in each packet) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Diphenhydramine HCl 25 mg Antihistamine/cough suppressant Phenylephrine HCl 10 mg Nasal decongestant
63824-0112	Active ingredients (in each packet) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0122	Active ingredient Oxymetazoline hydrochloride 0.05%
63824-0123	Active ingredient Oxymetazoline hydrochloride 0.05%
63824-0124	Active ingredient Oxymetazoline hydrochloride 0.05%
63824-0125	Active ingredient Oxymetazoline hydrochloride 0.05%
63824-0126	Active ingredient Oxymetazoline hydrochloride 0.05%
63824-0127	Active ingredient Oxymetazoline hydrochloride 0.05%
63824-0160	Active ingredients (in each lozenge) Purpose Dextromethorphan HBr 5 mg Cough suppressant Menthol 5 mg Oral pain reliever
63824-0161	Active ingredients (in each lozenge) Purpose Dextromethorphan HBr 5 mg Cough suppressant Menthol 5 mg Oral pain reliever
63824-0163	Active ingredients (in each lozenge) Purposes Dextromethorphan HBr 5 mg Cough suppressant Menthol 5 mg Oral pain reliever
63824-0164	Active ingredients (in each lozenge) Purposes Dextromethorphan HBr 5 mg Cough suppressant Menthol 5 mg Oral pain reliever
63824-0172	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide
63824-0176	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide
63824-0182	Active ingredients (in each 15 mL) Purpose Acetaminophen 500 mg Pain reliever/Fever reducer Dextromethorphan HBr 15 mg Cough suppressant Doxylamine Succinate 6.25 mg Antihistamine
63824-0183	Active ingredients (in each 15 mL) Purpose Acetaminophen 325 mg Pain reliever/Fever reducer Dextromethorphan HBr 10 mg Cough suppressant Doxylamine Succinate 6.25 mg Antihistamine Phenylephrine HCl 5 mg Nasal decongestant
63824-0184	Active ingredients (in each 5 mL) Purpose Diphenhydramine HCl 12.5 mg Antihistamine/Cough suppressant Phenylephrine HCl 5 mg Nasal decongestant
63824-0185	Active ingredients (in each 5 mL) Purpose Diphenhydramine HCl, USP 6.25 mg Antihistamine/ Cough suppressant Phenylephrine HCl, USP 2.5 mg Nasal decongestant
63824-0186	Active ingredients (in each 15 mL) Purpose Acetaminophen 325 mg Pain reliever/Fever reducer Dextromethorphan HBr 15 mg Cough suppressant Doxylamine Succinate 6.25 mg Antihistamine
63824-0187	Active ingredients (in each 5 mL) Purpose Diphenhydramine HCl, USP 6.25 mg Antihistamine/Cough suppressant Phenylephrine HCl, USP 2.5 mg Nasal decongestant
63824-0190	Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0191	Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0192	Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0193	Active ingredients (in each caplet) Purposes Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0196	Active ingredients (in each caplet) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0200	Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0201	Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0202	Active ingredients (in each caplet) Mucinex SINUS-MAX Day Purpose Acetaminophen 325 mg Pain reliever Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant Active ingredients (in each caplet) Mucinex SINUS-MAX Night Purpose Acetaminophen 325 mg Pain reliever Diphenhydramine HCl 25 mg Antihistamine Phenylephrine HCl 5 mg Nasal decongestant
63824-0203	Active ingredients (in each caplet) Purpose Acetaminophen 325 mg Pain reliever Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0211	Active ingredients (in each 20 mL) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Diphenhydramine HCl 25 mg Antihistamine/cough suppressant Phenylephrine HCl 10 mg Nasal decongestant
63824-0212	Active ingredients (in each 10 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Diphenhydramine HCl 12.5 mg Antihistamine/cough suppressant Phenylephrine HCl 5 mg Nasal decongestant
63824-0213	Active ingredients (in each 20 mL) Purposes Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant
63824-0214	Active ingredients (in each 5 mL) Purposes Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant
63824-0215	Active ingredients (in each 20 mL) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0216	Active ingredients (in each 10 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0231	Active ingredients (in each packet) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0232	Active ingredients (in each packet) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0233	Active ingredients (in each packet) Purposes Acetaminophen 650 mg Pain reliever/fever reducer Diphenhydramine HCl 25 mg Antihistamine/cough suppressant Phenylephrine HCl 10 mg Nasal decongestant
63824-0234	Active ingredients (in each packet) Mucinex FAST-MAX Night Time Cold & Flu Purposes Acetaminophen 650 mg Pain reliever/fever reducer Diphenhydramine HCl 25 mg Antihistamine/cough suppressant Phenylephrine HCl 10 mg Nasal decongestant
63824-0234	Active ingredients (in each packet) Mucinex FAST-MAX Severe Cold Purposes Acetaminophen 650 mg Pain reliever/fever reducer Dextromethorphan HBr 20 mg Cough suppressant Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0253	Active ingredient (in each packet) Guaifenesin, USP 50 mg
63824-0254	Active ingredient (in each packet) Guaifenesin, USP 100 mg
63824-0256	Active ingredients (in each packet) Purpose Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant
63824-0260	Active ingredients (in each 20 mL) Purposes Acetaminophen 650 mg Pain reliever Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0261	Active ingredients (in each 20 mL) Purposes Acetaminophen 650 mg Pain reliever Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0262	Active ingredients (in each 20 mL) Purposes Acetaminophen 650 mg Pain reliever Diphenhydramine HCl 25 mg Antihistamine/cough suppressant Phenylephrine HCl 10 mg Nasal decongestant
63824-0263	Active ingredients (in each 20 mL) Mucinex SINUS-MAX Day Time Purposes Acetaminophen 650 mg Pain reliever Guaifenesin 400 mg Expectorant Phenylephrine HCl 10 mg Nasal decongestant
63824-0263	Active ingredients (in each 20 mL) SINUS-MAX Night Time Purposes Acetaminophen 650 mg Pain reliever Diphenhydramine HCl 25 mg Antihistamine/cough suppressant Phenylephrine HCl 10 mg Nasal decongestant
63824-0271	Active ingredient (in each 5 mL teaspoonful) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide.
63824-0273	Active ingredient (in each 5 mL tsp) Guaifenesin 100 mg
63824-0274	Active ingredients (in each 5 mL) Purpose Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant
63824-0277	Active ingredients (in each 5 mL) Purpose Guaifenesin 100 mg Expectorant Phenylephrine HCl 2.5 mg Nasal decongestant
63824-0278	Active ingredients (in each 10 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Dextromethorphan HBr 10 mg Cough suppressant Guaifenesin 200 mg Expectorant Phenylephrine HCl 5 mg Nasal decongestant
63824-0279	Active ingredients (in each 5 mL) Purpose Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant Phenylephrine HCl 2.5 mg Nasal decongestant
63824-0280	Active ingredient (in each 5 mL) Guaifenesin, USP 100 mg
63824-0281	Active ingredients (in each 5 mL) Purpose Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant
63824-0282	Active ingredients (in each 5 mL) Purposes Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant Phenylephrine HCl 2.5 mg Nasal decongestant
63824-0283	Active ingredients (in each 5 mL) Purposes Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant Phenylephrine HCl 2.5 mg Nasal decongestant
63824-0284	Active ingredients (in each 5 mL) Purposes Guaifenesin 100 mg Expectorant Phenylephrine HCl 2.5 mg Nasal decongestant
63824-0285	Active ingredient (in each 5 mL) Guaifenesin 100 mg
63824-0286	Active ingredients (in each 5 mL) Purposes Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant
63824-0287	Active ingredients (in each 5 mL) Purposes Dextromethorphan HBr 5 mg Cough suppressant Guaifenesin 100 mg Expectorant Phenylephrine HCl 2.5 mg Nasal decongestant
63824-0287	Active ingredients (in each 10 mL) Purposes Acetaminophen 325 mg Pain reliever/fever reducer Diphenhydramine HCl 12.5 mg Antihistamine/cough suppressant Phenylephrine HCl 5 mg Nasal decongestant
63824-0301	Active ingredients Purpose Resorcinol 2% Acne medication Sulfur 8% Acne medication
63824-0302	Active ingredient Benzoyl peroxide 10%
63824-0303	Active ingredient Benzoyl peroxide 10%
63824-0304	Active ingredient Salicylic acid 2%
63824-0305	Active ingredient Salicylic acid 2%
63824-0306	Active ingredient Salicylic acid 2%
63824-0307	Active ingredient Salicylic acid 1%
63824-0309	Active Ingredient Benzoyl Peroxide 10%
63824-0310	Active ingredient Benzoyl Peroxide 10%
63824-0313	Active ingredients Purpose Resorcinol 2% Acne medication Sulfur 8% Acne medication
63824-0314	Active ingredient Salicylic acid 2%
63824-0315	Active ingredient Salicylic Acid 2%
63824-0317	Active ingredient Salicylic acid 2%
63824-0318	Active Ingredient Salicylic Acid 2%
63824-0319	Active ingredient Salicylic acid 2%
63824-0320	Active ingredient Salicylic acid 2%
63824-0321	Active ingredient Salicylic acid 2%
63824-0322	Active ingredient Salicylic acid 1.9%
63824-0323	Active ingredient Salicylic acid 1.9%
63824-0324	Active ingredient Salicylic acid 1.9%
63824-0328	Active ingredient Salicylic acid 2.0%
63824-0332	Active ingredient Salicylic acid 2%
63824-0333	Active ingredient Salicylic acid 2%
63824-0334	Active ingredient Salicylic acid 2%
63824-0335	Active Ingredient Salicyclic acid 2%
63824-0338	Active ingredient Salicylic acid 2.0%
63824-0339	Active Ingredient Salicyclic acid 2%
63824-0340	Active ingredient (in each wipe) Salicylic acid 2%
63824-0341	Active Ingredient Salicylic Acid 2%
63824-0342	Active Ingredient Benzethonium chloride, 0.13%
63824-0343	Active Ingredient Benzethonium chloride, 0.13%
63824-0344	Active Ingredient Benzethonium chloride, 0.13%
63824-0345	Active ingredient Salicylic acid 2%
63824-0346	Active Ingredient 2% Salicylic Acid
63824-0347	Active Ingredient Salicylic acid 2%
63824-0348	Active Ingredient Benzethonium chloride, 0.13%
63824-0349	Active Ingredient Benzethonium Chloride, 0.13%
63824-0350	Active ingredient Salicylic acid 2%
63824-0351	Active ingredient Salicylic acid 2%
63824-0352	Active Ingredient Salicylic Acid 2%
63824-0353	Active Ingredient Salicylic acid 2%
63824-0354	Active Ingredient Benzoyl Peroxide 10%
63824-0354	Active Ingredient Salicylic Acid 0.5%
63824-0354	Active ingredient Salicylic acid 2.0%
63824-0360	Active ingredient Salicylic Acid 2%
