product_ndc	type_name
60505-2663	Human Prescription Drug
60505-2664	Human Prescription Drug
60505-2665	Human Prescription Drug
60505-2671	Human Prescription Drug
60505-2680	Human Prescription Drug
60505-2740	Human Prescription Drug
60505-2741	Human Prescription Drug
60505-2742	Human Prescription Drug
60505-2760	Human Prescription Drug
60505-2761	Human Prescription Drug
60505-2762	Human Prescription Drug
60505-2763	Human Prescription Drug
60505-2780	Human Prescription Drug
60505-2781	Human Prescription Drug
60505-2782	Human Prescription Drug
60505-2795	Human Prescription Drug
60505-2805	Human Prescription Drug
60505-2806	Human Prescription Drug
60505-2807	Human Prescription Drug
60505-2850	Human Prescription Drug
60505-2865	Human Prescription Drug
60505-2866	Human Prescription Drug
60505-2867	Human Prescription Drug
60505-2868	Human Prescription Drug
60505-2869	Human Prescription Drug
60505-2870	Human Prescription Drug
60505-2871	Human Prescription Drug
60505-2875	Human Prescription Drug
60505-2876	Human Prescription Drug
60505-2877	Human Prescription Drug
60505-2878	Human Prescription Drug
60505-2880	Human OTC Drug
60505-2881	Human OTC Drug
60505-2915	Human Prescription Drug
60505-2916	Human Prescription Drug
60505-2917	Human Prescription Drug
60505-2965	Human Prescription Drug
60505-2966	Human Prescription Drug
60505-2985	Human Prescription Drug
60505-2995	Human Prescription Drug
60505-2996	Human Prescription Drug
60505-2997	Human Prescription Drug
60505-2998	Human Prescription Drug
60505-3096	Human Prescription Drug
60505-3097	Human Prescription Drug
60505-3110	Human Prescription Drug
60505-3111	Human Prescription Drug
60505-3112	Human Prescription Drug
60505-3113	Human Prescription Drug
60505-3114	Human Prescription Drug
60505-3120	Human Prescription Drug
60505-3121	Human Prescription Drug
60505-3130	Human Prescription Drug
60505-3131	Human Prescription Drug
60505-3132	Human Prescription Drug
60505-3133	Human Prescription Drug
60505-3134	Human Prescription Drug
60505-3135	Human Prescription Drug
60505-3136	Human Prescription Drug
60505-3137	Human Prescription Drug
60505-3138	Human Prescription Drug
60505-3139	Human Prescription Drug
60505-3140	Human Prescription Drug
60505-3145	Human Prescription Drug
60505-3160	Human Prescription Drug
60505-3161	Human Prescription Drug
60505-3162	Human Prescription Drug
60505-3220	Human Prescription Drug
60505-3221	Human Prescription Drug
60505-3222	Human Prescription Drug
60505-3223	Human Prescription Drug
60505-3245	Human Prescription Drug
60505-3246	Human Prescription Drug
60505-3247	Human Prescription Drug
60505-3250	Human Prescription Drug
60505-3251	Human Prescription Drug
60505-3252	Human Prescription Drug
60505-3255	Human Prescription Drug
60505-3275	Human Prescription Drug
60505-3276	Human Prescription Drug
60505-3277	Human Prescription Drug
60505-3278	Human Prescription Drug
60505-3280	Human Prescription Drug
60505-3285	Human Prescription Drug
60505-3404	Human Prescription Drug
60505-3409	Human Prescription Drug
60505-3410	Human Prescription Drug
60505-3411	Human Prescription Drug
60505-3438	Human Prescription Drug
60505-3454	Human Prescription Drug
60505-3517	Human Prescription Drug
60505-3527	Human Prescription Drug
60505-3528	Human Prescription Drug
60505-3532	Human Prescription Drug
60505-3547	Human Prescription Drug
60505-3548	Human Prescription Drug
60505-3549	Human Prescription Drug
60505-3578	Human Prescription Drug
60505-3579	Human Prescription Drug
60505-3583	Human Prescription Drug
60505-3603	Human Prescription Drug
60505-3604	Human Prescription Drug
60505-3638	Human Prescription Drug
60505-3663	Human Prescription Drug
60505-3664	Human Prescription Drug
60505-3665	Human Prescription Drug
60505-3666	Human Prescription Drug
60505-3668	Human Prescription Drug
60505-3669	Human Prescription Drug
60505-3670	Human Prescription Drug
60505-3673	Human Prescription Drug
60505-3674	Human Prescription Drug
60505-3675	Human Prescription Drug
60505-3693	Human Prescription Drug
60505-3694	Human Prescription Drug
60505-3698	Human Prescription Drug
60505-3699	Human Prescription Drug
60505-3718	Human Prescription Drug
60505-3719	Human Prescription Drug
60505-3723	Human Prescription Drug
60505-3724	Human Prescription Drug
60505-3788	Human Prescription Drug
60505-3806	Human Prescription Drug
60505-3807	Human Prescription Drug
60505-3808	Human Prescription Drug
60505-3809	Human Prescription Drug
60505-3810	Human Prescription Drug
60505-3952	Human Prescription Drug
60505-3992	Human Prescription Drug
60505-4058	Human Prescription Drug
60505-5306	Human Prescription Drug
60505-5307	Human Prescription Drug
60505-6025	Human Prescription Drug
60505-6026	Human Prescription Drug
60505-6030	Human Prescription Drug
60505-6031	Human Prescription Drug
60505-6076	Human Prescription Drug
60505-6078	Human Prescription Drug
60505-6079	Human Prescription Drug
60505-6080	Human Prescription Drug
60505-6081	Human Prescription Drug
60505-6087	Human Prescription Drug
60505-6088	Human Prescription Drug
60505-6093	Human Prescription Drug
60505-6094	Human Prescription Drug
60505-6102	Human Prescription Drug
60505-6103	Human Prescription Drug
60505-6104	Human Prescription Drug
60505-6110	Human Prescription Drug
60505-7001	Human Prescription Drug
60505-7002	Human Prescription Drug
60505-7003	Human Prescription Drug
60505-7004	Human Prescription Drug
60505-7006	Human Prescription Drug
60505-7007	Human Prescription Drug
60505-7008	Human Prescription Drug
60505-7009	Human Prescription Drug
60512-0002	Human OTC Drug
60512-0004	Human OTC Drug
60512-0006	Human OTC Drug
60512-0007	Human OTC Drug
60512-0008	Human OTC Drug
60512-0009	Human OTC Drug
60512-0013	Human OTC Drug
60631-0040	Human Prescription Drug
60631-0080	Human Prescription Drug
60631-0412	Human Prescription Drug
60631-0425	Human Prescription Drug
60681-0031	Human OTC Drug
60681-0113	Human OTC Drug
60681-0115	Human OTC Drug
60758-0060	Human Prescription Drug
60758-0063	Human Prescription Drug
60758-0119	Human Prescription Drug
60758-0188	Human Prescription Drug
60758-0773	Human Prescription Drug
60758-0801	Human Prescription Drug
60758-0802	Human Prescription Drug
60758-0866	Human Prescription Drug
60758-0880	Human Prescription Drug
60758-0908	Human Prescription Drug
60758-0910	Human Prescription Drug
60793-0104	Human Prescription Drug
60793-0105	Human Prescription Drug
60793-0115	Human Prescription Drug
60793-0116	Human Prescription Drug
60793-0117	Human Prescription Drug
60793-0130	Human Prescription Drug
60793-0131	Human Prescription Drug
60793-0136	Human Prescription Drug
60793-0145	Human Prescription Drug
60793-0146	Human Prescription Drug
60793-0283	Human Prescription Drug
60793-0284	Human Prescription Drug
60793-0411	Human Prescription Drug
60793-0430	Human Prescription Drug
60793-0431	Human Prescription Drug
60793-0433	Human Prescription Drug
60793-0434	Human Prescription Drug
60793-0435	Human Prescription Drug
60793-0437	Human Prescription Drug
60793-0525	Human Prescription Drug
60793-0526	Human Prescription Drug
60793-0600	Human Prescription Drug
60793-0601	Human Prescription Drug
60793-0602	Human Prescription Drug
60793-0603	Human Prescription Drug
60793-0604	Human Prescription Drug
60793-0605	Human Prescription Drug
60793-0606	Human Prescription Drug
60793-0607	Human Prescription Drug
60793-0608	Human Prescription Drug
60793-0700	Human Prescription Drug
60793-0701	Human Prescription Drug
60793-0702	Human Prescription Drug
60793-0800	Human Prescription Drug
60793-0801	Human Prescription Drug
60793-0802	Human Prescription Drug
60793-0850	Human Prescription Drug
60793-0851	Human Prescription Drug
60793-0852	Human Prescription Drug
60793-0853	Human Prescription Drug
60793-0854	Human Prescription Drug
60793-0855	Human Prescription Drug
60793-0856	Human Prescription Drug
60793-0857	Human Prescription Drug
60793-0858	Human Prescription Drug
60793-0859	Human Prescription Drug
60793-0860	Human Prescription Drug
60905-0002	Human OTC Drug
60905-0003	Human OTC Drug
60905-0004	Human OTC Drug
60905-0005	Human OTC Drug
60905-0006	Human OTC Drug
60905-0007	Human OTC Drug
60905-0008	Human OTC Drug
60905-0009	Human OTC Drug
60905-0023	Human OTC Drug
60905-0024	Human OTC Drug
60905-0025	Human OTC Drug
60905-0029	Human OTC Drug
60905-0406	Human OTC Drug
60951-0185	Human Prescription Drug
60951-0186	Human Prescription Drug
60951-0187	Human Prescription Drug
60951-0310	Human Prescription Drug
60951-0602	Human Prescription Drug
60951-0652	Human Prescription Drug
60951-0653	Human Prescription Drug
60951-0655	Human Prescription Drug
60951-0658	Human Prescription Drug
60951-0659	Human Prescription Drug
60951-0700	Human Prescription Drug
60951-0701	Human Prescription Drug
60951-0712	Human Prescription Drug
60951-0734	Human Prescription Drug
60951-0735	Human Prescription Drug
60951-0794	Human Prescription Drug
60951-0795	Human Prescription Drug
60951-0933	Human Prescription Drug
60951-0934	Human Prescription Drug
60951-0935	Human Prescription Drug
60951-0936	Human Prescription Drug
60951-0937	Human Prescription Drug
61016-0002	Human OTC Drug
61016-0003	Human OTC Drug
61016-0004	Human OTC Drug
61016-0005	Human OTC Drug
61016-0006	Human OTC Drug
61016-0007	Human OTC Drug
61062-0003	Human OTC Drug
61062-0004	Human OTC Drug
61062-0005	Human OTC Drug
61062-0006	Human OTC Drug
61062-0007	Human Prescription Drug
61062-0008	Human OTC Drug
61062-0009	Human OTC Drug
61096-0002	Human OTC Drug
61096-0003	Human OTC Drug
61096-0004	Human OTC Drug
61096-0005	Human OTC Drug
61096-0006	Human OTC Drug
61096-0007	Human OTC Drug
61096-0023	Human OTC Drug
61096-0024	Human OTC Drug
61096-0031	Human OTC Drug
61096-0032	Human OTC Drug
61096-0039	Human OTC Drug
61269-0210	Human Prescription Drug
61269-0212	Human Prescription Drug
61314-0012	Human Prescription Drug
61314-0014	Human Prescription Drug
61314-0015	Human Prescription Drug
61314-0016	Human Prescription Drug
61314-0018	Human Prescription Drug
61314-0019	Human Prescription Drug
61314-0030	Human Prescription Drug
61314-0044	Human Prescription Drug
61314-0126	Human Prescription Drug
61314-0143	Human Prescription Drug
61314-0144	Human Prescription Drug
61314-0203	Human Prescription Drug
61314-0204	Human Prescription Drug
61314-0206	Human Prescription Drug
61314-0224	Human Prescription Drug
61314-0225	Human Prescription Drug
61314-0226	Human Prescription Drug
61314-0227	Human Prescription Drug
61314-0229	Human Prescription Drug
61314-0237	Human Prescription Drug
61314-0238	Human Prescription Drug
61314-0245	Human Prescription Drug
61314-0294	Human Prescription Drug
61314-0297	Human Prescription Drug
61314-0303	Human Prescription Drug
61314-0308	Human Prescription Drug
61314-0320	Human Prescription Drug
61314-0342	Human Prescription Drug
61314-0354	Human Prescription Drug
61314-0355	Human Prescription Drug
61314-0395	Human Prescription Drug
61314-0396	Human Prescription Drug
61314-0397	Human Prescription Drug
61314-0447	Human Prescription Drug
61314-0547	Human Prescription Drug
61314-0628	Human Prescription Drug
61314-0630	Human Prescription Drug
61314-0631	Human Prescription Drug
61314-0633	Human Prescription Drug
61314-0637	Human Prescription Drug
61314-0641	Human Prescription Drug
61314-0643	Human Prescription Drug
61314-0645	Human Prescription Drug
61314-0646	Human Prescription Drug
61314-0647	Human Prescription Drug
61314-0656	Human Prescription Drug
61314-0665	Human Prescription Drug
61314-0701	Human Prescription Drug
61442-0102	Human Prescription Drug
61442-0103	Human Prescription Drug
61442-0111	Human Prescription Drug
61442-0112	Human Prescription Drug
61442-0113	Human Prescription Drug
61442-0115	Human Prescription Drug
61442-0116	Human Prescription Drug
61442-0117	Human Prescription Drug
61442-0121	Human Prescription Drug
61442-0122	Human Prescription Drug
61442-0126	Human Prescription Drug
61442-0127	Human Prescription Drug
61442-0141	Human Prescription Drug
61442-0142	Human Prescription Drug
61442-0143	Human Prescription Drug
61442-0161	Human Prescription Drug
61442-0162	Human Prescription Drug
61442-0171	Human Prescription Drug
61442-0172	Human Prescription Drug
61442-0173	Human Prescription Drug
61442-0174	Human Prescription Drug
61442-0175	Human Prescription Drug
61442-0176	Human Prescription Drug
61442-0201	Human Prescription Drug
61442-0202	Human Prescription Drug
61442-0222	Human Prescription Drug
61442-0223	Human Prescription Drug
61442-0224	Human Prescription Drug
61442-0231	Human Prescription Drug
61442-0232	Human Prescription Drug
61442-0321	Human Prescription Drug
61442-0322	Human Prescription Drug
61442-0323	Human Prescription Drug
61442-0361	Human Prescription Drug
61442-0362	Human Prescription Drug
61442-0363	Human Prescription Drug
61481-0037	Human OTC Drug
61570-0024	Human Prescription Drug
61570-0031	Human Prescription Drug
61570-0032	Human Prescription Drug
61570-0034	Human Prescription Drug
61570-0037	Human Prescription Drug
61570-0045	Human Prescription Drug
61570-0047	Human Prescription Drug
61570-0048	Human Prescription Drug
61570-0072	Human Prescription Drug
61570-0073	Human Prescription Drug
61570-0074	Human Prescription Drug
61570-0075	Human Prescription Drug
61570-0079	Human Prescription Drug
61570-0081	Human Prescription Drug
61570-0110	Human Prescription Drug
61570-0111	Human Prescription Drug
61570-0112	Human Prescription Drug
61570-0120	Human Prescription Drug
61570-0131	Human Prescription Drug
61570-0260	Human Prescription Drug
61657-0003	Human OTC Drug
61657-0006	Human OTC Drug
61657-0052	Human OTC Drug
61657-0527	Human OTC Drug
61657-0904	Human OTC Drug
61657-0955	Human OTC Drug
61703-0303	Human Prescription Drug
61703-0304	Human Prescription Drug
61703-0305	Human Prescription Drug
61703-0309	Human Prescription Drug
61703-0319	Human Prescription Drug
61703-0323	Human Prescription Drug
61703-0324	Human Prescription Drug
61703-0325	Human Prescription Drug
61703-0326	Human Prescription Drug
61703-0327	Human Prescription Drug
61703-0332	Human Prescription Drug
61703-0339	Human Prescription Drug
61703-0341	Human Prescription Drug
61703-0342	Human Prescription Drug
61703-0343	Human Prescription Drug
61703-0344	Human Prescription Drug
61703-0349	Human Prescription Drug
61703-0350	Human Prescription Drug
61703-0351	Human Prescription Drug
