NDC Description	NDC	NADAC Per Unit	Effective Date	Pricing Unit	Pharmacy Type Indicator	OTC	Explanation Code	Classification for Rate Setting	Corresponding Generic Drug NADAC Per Unit	Corresponding Generic Drug Effective Date
SM MICONAZOLE 7 CREAM	49348053077	0.10857	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM MICONAZOLE NITRATE 2% CREAM	49348087277	0.10857	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM MICONAZOLE NITRATE 2% CREAM	49348068972	0.11089	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM MIGRAINE RELIEF CAPLET	49348050610	0.05171	06/17/2015	EA	C/I	Y	1	G			
SM MILK OF MAGNESIA SUSPENSION	49348030739	0.00524	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM MINERAL OIL HEAVY	49348080438	0.01079	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM MOTION SICKNESS 25 MG TAB	49348036367	0.13911	06/17/2015	EA	C/I	Y	1	G			
SM MOTION SICKNESS 50 MG TAB	49348007002	0.05863	06/17/2015	EA	C/I	Y	1	G			
SM MUCUS ER 600 MG TABLET	49348090547	0.31013	06/17/2015	EA	C/I	Y	1	G			
SM MUCUS ER 600 MG TABLET	49348090559	0.31013	06/17/2015	EA	C/I	Y	1	G			
SM MUCUS RELIEF COUGH LIQUID	49348082834	0.01636	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM NAPROXEN SOD 220 MG CAPLET	49348030609	0.05993	06/17/2015	EA	C/I	Y	1	G			
SM NAPROXEN SODIUM 220 MG CAP	49348094059	0.13533	06/17/2015	EA	C/I	Y	1	G			
SM NASAL DECONG PE 10 MG TAB	49348070007	0.04209	06/17/2015	EA	C/I	Y	1	G			
SM NASAL DECONG PE 10 MG TAB	49348070048	0.04209	06/17/2015	EA	C/I	Y	1	G			
SM NASAL DECONGEST 30 MG TAB	49348002404	0.05020	06/17/2015	EA	C/I	Y	1	G			
SM NASAL DECONGEST 30 MG TAB	49348002408	0.05020	06/17/2015	EA	C/I	Y	1	G			
SM NASAL DECONGEST 30 MG TAB	49348002434	0.05020	06/17/2015	EA	C/I	Y	1	G			
SM NASAL SPRAY 0.05%	49348002827	0.05730	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM NASAL SPRAY 0.05%	49348023027	0.05730	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM NASAL SPRAY 0.05%	49348027627	0.09306	09/17/2014	ML	C/I	Y	"4, 5"	G			
SM NASAL SPRAY SINUS	49348023127	0.05730	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM NAT LAX PLUS STOOL SOFTENER	49348053212	0.02810	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 14 MG/24HR PATCH	00067612914	1.80026	06/17/2015	EA	C/I	Y	"1, 6"	G			
SM NICOTINE 2 MG CHEWING GUM	49348057308	0.23194	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 2 MG CHEWING GUM	49348057336	0.23194	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 2 MG CHEWING GUM	49348069136	0.23194	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 2 MG CHEWING GUM	49348078710	0.23194	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 2 MG LOZENGE	49348085216	0.34911	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 21 MG/24HR PATCH	00067613014	1.73281	06/17/2015	EA	C/I	Y	"1, 6"	G			
SM NICOTINE 4 MG CHEWING GUM	49348057208	0.26966	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 4 MG CHEWING GUM	49348057236	0.26966	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 4 MG CHEWING GUM	49348069236	0.26966	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 4 MG CHEWING GUM	49348078810	0.26966	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 4 MG LOZENGE	49348085316	0.37792	06/17/2015	EA	C/I	Y	1	G			
SM NICOTINE 7 MG/24HR PATCH	00067612814	1.78560	06/17/2015	EA	C/I	Y	"1, 6"	G			
SM NITE TIME COLD-FLU LIQUID	49348097539	0.00881	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM NITE TIME COLD-FLU SOFTGEL	49348074103	0.11355	05/20/2015	EA	C/I	Y	4	G			
SM NOSE DROPS	49348019727	0.06304	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM OMEPRAZOLE DR 20 MG TABLET	49348084646	0.49990	06/17/2015	EA	C/I	Y	1	G			
SM OMEPRAZOLE DR 20 MG TABLET	49348084661	0.49990	06/17/2015	EA	C/I	Y	1	G			
SM OMEPRAZOLE DR 20 MG TABLET	49348084678	0.49990	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 325 MG TABLET	49348097310	0.01351	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 500 MG CAPLET	49348004209	0.02310	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 500 MG CAPLET	49348004210	0.02310	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 500 MG CAPLET	49348004214	0.02310	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 500 MG TABLET	49348073009	0.02310	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 500 MG TABLET	49348073010	0.02310	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER 500 MG TABLET	49348099810	0.02310	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER PM CAPLET	49348091809	0.03742	06/17/2015	EA	C/I	Y	1	G			
SM PAIN RELIEVER PM CAPLET	49348091810	0.03742	06/17/2015	EA	C/I	Y	1	G			
SM POVIDONE-IODINE 10% SOLN	49348062237	0.01278	05/20/2015	ML	C/I	Y	"4, 5"	G			
SM SENNA LAXATIVE PILLS	49348022404	0.08481	06/17/2015	EA	C/I	Y	1	G			
SM SINUS & ALLERGY TABLET	49348098504	0.14931	06/17/2015	EA	C/I	Y	1	G			
SM SINUS 12HR 120 MG CAPLET	49348036101	0.36651	06/17/2015	EA	C/I	Y	1	G			
SM SLEEP AID 25 MG TABLET	49348057406	0.11603	06/17/2015	EA	C/I	Y	1	G			
SM SLEEP AID NIGHT TIME CAPLET	49348047104	0.06533	06/17/2015	EA	C/I	Y	1	G			
SM SLEEP AID SOFTGEL	49348007406	0.06444	12/17/2014	EA	C/I	Y	4	G			
SM SORE THROAT 1.4% SPRAY	49348099136	0.01196	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM STAY AWAKE 200 MG TABLET	49348077103	0.07905	06/17/2015	EA	C/I	Y	1	G			
SM STOMACH RELIEF 262 MG/15 ML	49348092237	0.00869	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM STOMACH RELIEF CAPLET	49348051159	0.06500	12/17/2014	EA	C/I	Y	4	G			
SM STOMACH RELIEF LIQUID	49348092337	0.00819	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM STOMACH RLF 262 MG CHEW TAB	49348095344	0.06669	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER 100 MG SFTGL	49348048310	0.02025	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER 100 MG SFTGL	49348048319	0.02025	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER 100 MG SFTGL	49348061610	0.02025	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER 100 MG SFTGL	49348061690	0.02025	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER 100 MG SFTGL	49348091705	0.02025	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER 250 MG SFTGL	49348071410	0.04004	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER TABLET	49348054410	0.02810	06/17/2015	EA	C/I	Y	1	G			
SM STOOL SOFTENER TABLET	49348054419	0.02810	06/17/2015	EA	C/I	Y	1	G			
SM TIOCONAZOLE-1 6.5% OINTMENT	49348050859	2.12981	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM TRIPLE ANTIBIOTIC OINTMENT	49348002972	0.09142	06/17/2015	GM	C/I	Y	"1, 5"	G			
SM TRIPLE ANTIBIOTIC PLUS OINT	49348060072	0.14962	05/20/2015	GM	C/I	Y	"4, 5"	G			
SM TUSSIN 100 MG/5 ML LIQUID	49348027837	0.00908	03/18/2015	ML	C/I	Y	"4, 5"	G			
SM TUSSIN 100 MG/5 ML LIQUID	49348027834	0.01029	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM TUSSIN CF SYRUP	49348073734	0.01599	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM TUSSIN DM SYRUP	49348001737	0.00845	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM TUSSIN DM SYRUP	49348086137	0.00845	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM TUSSIN DM SYRUP	49348001734	0.01147	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM TUSSIN DM SYRUP	49348086134	0.01147	06/17/2015	ML	C/I	Y	"1, 5"	G			
SM URINARY PAIN REL 97.5 MG TB	49348094102	0.15233	11/19/2014	EA	C/I	Y	4	G			
SM WITCH HAZEL LIQUID	49348080538	0.00567	01/21/2015	ML	C/I	Y	"4, 5"	G			
SM WOMAN'S LAXATIVE 5 MG TAB	49348092044	0.04433	02/18/2015	EA	C/I	Y	4	G			
SOD CITRATE-CITRIC ACID SOLN	00121059516	0.01560	06/17/2015	ML	C/I	N	"1, 5"	G			
SOD POLYSTYREN SULF 15 G/60 ML	00574200316	0.10701	06/17/2015	ML	C/I	N	"1, 5"	G			
SOD POLYSTYREN SULF 15 G/60 ML	00574200302	0.13508	06/17/2015	ML	C/I	N	"1, 5"	G			
SOD SULFACE-SULFUR 9-4.5% WASH	49908017380	0.22327	06/18/2014	GM	C/I	N	"4, 5"	G			
SODIUM BICARB 325 MG TABLET	00536104610	0.01585	05/13/2015	EA	C/I	Y	4	G			
SODIUM BICARB 325 MG TABLET	00536454010	0.01585	04/22/2015	EA	C/I	Y	4	G			
SODIUM BICARB 650 MG TABLET	00536454410	0.01248	06/17/2015	EA	C/I	Y	1	G			
SODIUM BICARB 650 MG TABLET	64980018210	0.01248	06/17/2015	EA	C/I	Y	1	G			
SODIUM BICARB 8.4% ABBOJECT	00409663734	0.11857	04/22/2015	ML	C/I	N	"4, 5"	G			
SODIUM BICARB 8.4% SYRINGE	76329335201	0.11857	04/22/2015	ML	C/I	N	"4, 5"	G			
SODIUM BICARB 8.4% VIAL	00409662502	0.15138	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM CHLORIDE 0.45% SOLN	00338004303	0.00192	11/19/2014	ML	C/I	N	"4, 5, 6"	G			
SODIUM CHLORIDE 0.45% SOLN	00409798509	0.00192	11/19/2014	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% INHAL VL	00487930103	0.03489	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM CHLORIDE 0.9% INHAL VL	00487930133	0.04324	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00338004904	0.00155	07/23/2014	ML	C/I	N	"4, 5, 6"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00338004903	0.00433	04/22/2015	ML	C/I	N	"4, 5, 6"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798303	0.00433	04/22/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798309	0.00433	04/22/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00338004902	0.00621	10/22/2014	ML	C/I	N	"4, 5, 6"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798355	0.00621	10/22/2014	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798302	0.01130	02/18/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798353	0.01130	02/18/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00338004931	0.01975	11/19/2014	ML	C/I	N	"4, 5, 6"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00338004941	0.01975	11/19/2014	ML	C/I	N	"4, 5, 6"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798361	0.01975	11/19/2014	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% SOLUTION	00409798423	0.01975	11/19/2014	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% VIAL	00409488820	0.05191	11/19/2014	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% VIAL	63323018620	0.05191	11/19/2014	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% VIAL	00409488810	0.07395	03/18/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% VIAL	00409488812	0.07395	03/18/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% VIAL	00517281025	0.07395	03/18/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 0.9% VIAL	63323018610	0.07395	03/18/2015	ML	C/I	N	"4, 5"	G			
SODIUM CHLORIDE 3% VIAL	00487900360	0.07732	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM CHLORIDE 5% EYE DROP	00904531435	0.49064	06/17/2015	ML	C/I	Y	"1, 5"	G			
SODIUM CHLORIDE 5% EYE DROP	17478062312	0.49064	06/17/2015	ML	C/I	Y	"1, 5"	G			
SODIUM CHLORIDE 5% EYE OINT	00904531538	2.08301	06/17/2015	GM	C/I	Y	"1, 5"	G			
SODIUM CHLORIDE 5% EYE OINT	17478062235	2.08301	06/17/2015	GM	C/I	Y	"1, 5"	G			
SODIUM CHLORIDE 7% VIAL	00487900760	0.07311	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM FLUORIDE 0.5 MG/ML DROP	44946103208	0.13946	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM FLUORIDE 0.5 MG/ML DROP	51862016550	0.13946	06/17/2015	ML	C/I	N	"1, 5"	G			
SODIUM POLYSTYRENE SULFONATE POWDER	10702003645	0.14320	06/17/2015	GM	C/I	N	"1, 5"	G			
SODIUM POLYSTYRENE SULFONATE POWDER	46287001216	0.14320	06/17/2015	GM	C/I	N	"1, 5"	G			
SODIUM SULFACETAMIDE 10% LOT	66993087555	0.66942	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
SOF-LAX 100 MG GELCAP	00132075160	0.02025	06/17/2015	EA	C/I	Y	"1, 6"	G			
SOLARAZE 3% GEL	10337080301	15.92567	01/01/2015	GM	C/I	N	"4, 5"	B	7.18026	06/17/2015	
SOLODYN ER 105 MG TABLET	99207046730	33.93645	03/18/2015	EA	C/I	N	2	B			
SOLODYN ER 115 MG TABLET	99207046430	33.35261	01/02/2015	EA	C/I	N	2	B			
SOLODYN ER 55 MG TABLET	99207046530	33.31039	01/02/2015	EA	C/I	N	4	B			
SOLODYN ER 65 MG TABLET	99207046330	33.36764	01/02/2015	EA	C/I	N	2	B			
SOLODYN ER 80 MG TABLET	99207046630	33.28134	06/17/2015	EA	C/I	N	1	B			
SOLU-CORTEF 100 MG VIAL	00009082501	5.56842	06/01/2015	EA	C/I	N	"4, 5"	B			
SOLU-CORTEF 100 MG VIAL	00009001103	7.72769	06/01/2015	EA	C/I	N	"2, 5"	B			
SOLU-MEDROL 125 MG VIAL	00009004722	6.26255	06/17/2015	EA	C/I	N	"3, 5"	B			
SOLU-MEDROL 40 MG VIAL	00009003928	2.84416	06/01/2015	EA	C/I	N	"4, 5"	B			
SOMA 250 MG TABLET	00037225010	5.17970	01/10/2015	EA	C/I	N	4	B	2.56497	06/17/2015	
SOMA 250 MG TABLET	00037225030	5.17970	01/10/2015	EA	C/I	N	4	B	2.56497	06/17/2015	
SOMA 350 MG TABLET	00037200101	7.84218	06/17/2015	EA	C/I	N	1	B	0.06777	06/17/2015	
SOMINEX 25 MG TABLET	00135005707	0.06533	06/17/2015	EA	C/I	Y	1	G			
SONATA 10 MG CAPSULE	60793014601	6.74828	06/01/2015	EA	C/I	N	4	B	0.33782	06/17/2015	
SOOLANTRA 1% CREAM	00299382330	8.87200	06/17/2015	GM	C/I	N	"1, 5"	B			
SORE THROAT 1.4% SPRAY	00113032830	0.01196	06/17/2015	ML	C/I	Y	"1, 5"	G			
SORE THROAT 1.4% SPRAY	00904630521	0.01196	06/17/2015	ML	C/I	Y	"1, 5"	G			
SORE THROAT 1.4% SPRAY	36800032830	0.01196	06/17/2015	ML	C/I	Y	"1, 5"	G			
SORE THROAT 1.4% SPRAY	36800034330	0.01196	06/17/2015	ML	C/I	Y	"1, 5"	G			
SORE THROAT 1.4% SPRAY	45802032782	0.01196	06/17/2015	ML	C/I	Y	"1, 5"	G			
SORE THROAT LOZENGE	00904625549	0.09306	04/22/2015	EA	C/I	Y	4	G			
SORIATANE 10 MG CAPSULE	00145009025	32.23991	01/05/2015	EA	C/I	N	4	B	19.75633	06/17/2015	
SORIATANE 25 MG CAPSULE	00145009125	39.49921	01/05/2015	EA	C/I	N	4	B	23.00822	06/17/2015	
SORINE 120 MG TABLET	00245001301	0.16129	06/17/2015	EA	C/I	N	1	G			
SORINE 160 MG TABLET	00245001401	0.18891	06/17/2015	EA	C/I	N	1	G			
SORINE 240 MG TABLET	00245001501	0.30252	05/20/2015	EA	C/I	N	4	G			
SORINE 80 MG TABLET	00245001201	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 120 MG TABLET	00093106001	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL 120 MG TABLET	00185017001	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL 120 MG TABLET	00185017009	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL 120 MG TABLET	00603577021	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL 120 MG TABLET	00603577025	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL 120 MG TABLET	60505015900	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL 160 MG TABLET	00093106201	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL 160 MG TABLET	00185017701	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL 160 MG TABLET	00185017709	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL 160 MG TABLET	00603577121	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL 160 MG TABLET	60505008100	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL 240 MG TABLET	00093106301	0.30252	05/20/2015	EA	C/I	N	4	G			
SOTALOL 240 MG TABLET	60505008200	0.30252	05/20/2015	EA	C/I	N	4	G			
SOTALOL 80 MG TABLET	00093106101	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 80 MG TABLET	00185017101	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 80 MG TABLET	00185017105	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 80 MG TABLET	00185017109	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 80 MG TABLET	00603576921	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 80 MG TABLET	00603576928	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL 80 MG TABLET	60505008000	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL AF 120 MG TABLET	00378512401	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL AF 120 MG TABLET	60505022301	0.16129	06/17/2015	EA	C/I	N	1	G			
SOTALOL AF 160 MG TABLET	00378512501	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL AF 160 MG TABLET	60505022401	0.18891	06/17/2015	EA	C/I	N	1	G			
SOTALOL AF 80 MG TABLET	00378512301	0.13219	06/17/2015	EA	C/I	N	1	G			
SOTALOL AF 80 MG TABLET	60505022201	0.13219	06/17/2015	EA	C/I	N	1	G			
SOVALDI 400 MG TABLET	61958150101	981.50000	01/14/2015	EA	C/I	N	2	B			
SPINOSAD 0.9% TOPICAL SUSP	28595057004	1.55176	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
SPINOSAD 0.9% TOPICAL SUSP	44183090004	1.55176	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
SPIRIVA 18 MCG CP-HANDIHALER	00597007547	10.16997	04/16/2015	EA	C/I	N	"4, 5"	B			
SPIRIVA 18 MCG CP-HANDIHALER	00597007541	10.18564	04/16/2015	EA	C/I	N	"2, 5"	B			
SPIRIVA 18 MCG CP-HANDIHALER	00597007575	14.46971	11/19/2014	EA	C/I	N	"4, 5"	B			
SPIRIVA RESPIMAT INHAL SPRAY	00597010031	76.49833	06/17/2015	GM	C/I	N	"1, 5"	B			
SPIRIVA RESPIMAT INHAL SPRAY	00597010061	76.49833	06/17/2015	GM	C/I	N	"1, 5"	B			
SPIRONOLACTONE 100 MG TABLET	00228267311	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	00228267350	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	00378043701	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	00603576521	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	00603576528	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	51079098001	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	51079098020	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	53489032901	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	53489032905	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	53489032906	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	53489032907	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	53746051501	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	53746051505	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	59746021801	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	59762501301	0.41512	06/17/2015	EA	C/I	N	"1, 6"	G			
SPIRONOLACTONE 100 MG TABLET	65162051510	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	65162051550	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	68084020801	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 100 MG TABLET	68084020811	0.41512	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00228280311	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00228280350	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00378214601	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00378214605	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00603576321	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00603576328	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00603576330	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00603576332	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00781159901	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00781159905	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00781159910	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	00904595161	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	51079010301	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	51079010317	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	51079010319	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	51079010320	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	51079010363	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	53489014301	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	53489014305	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	53489014310	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	53746051101	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	53746051105	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	53746051110	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	59746021601	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	59746021605	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	59762501101	0.06489	06/17/2015	EA	C/I	N	"1, 6"	G			
SPIRONOLACTONE 25 MG TABLET	59762501102	0.06489	06/17/2015	EA	C/I	N	"1, 6"	G			
SPIRONOLACTONE 25 MG TABLET	63739054410	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	65162051110	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	65162051111	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	65162051150	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	68084020601	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 25 MG TABLET	68084020611	0.06489	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	00228267211	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	00228267250	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	00378024301	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	00378024305	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	00603576421	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	00603576428	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	51079097901	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	51079097920	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	53489032801	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	53489032805	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	53489032806	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	53489032807	0.20796	06/17/2015	EA	C/I	N	1	G			
SPIRONOLACTONE 50 MG TABLET	53746051401	0.20796	06/17/2015	EA	C/I	N	1	G			
